RACE_ETHNICITY,CASES,CASE_PERCENTAGE,DEATHS,DEATH_PERCENTAGE,PERCENT_CA_POPULATION,DATE
Asian,32533,5.6,1888,11.7,15.4,10/7/2020
Black,24968,4.3,1226,7.6,6,10/7/2020
Multi-Race,6371,1.1,114,0.7,2.2,10/7/2020
Other,58200,9.9,95,0.6,0,10/7/2020
Latino,359286,61.1,7847,48.6,38.9,10/8/2020
White,101705,17.3,4832,29.9,36.6,10/8/2020
Asian,32711,5.6,1900,11.8,15.4,10/8/2020
Black,25068,4.3,1229,7.6,6,10/8/2020
Multi-Race,6423,1.1,115,0.7,2.2,10/8/2020
Other,58360,9.9,99,0.6,0,10/8/2020
Latino,361176,61.1,7884,48.6,38.9,10/9/2020
White,102338,17.3,4866,30,36.6,10/9/2020
Asian,32868,5.6,1903,11.7,15.4,10/9/2020
Black,25191,4.3,1233,7.6,6,10/9/2020
Multi-Race,6460,1.1,116,0.7,2.2,10/9/2020
Other,58545,9.9,101,0.6,0,10/9/2020
Latino,363000,61.1,7911,48.5,38.9,10/10/2020
White,102955,17.3,4900,30,36.6,10/10/2020
Asian,33038,5.6,1907,11.7,15.4,10/10/2020
Black,25312,4.3,1238,7.6,6,10/10/2020
Multi-Race,6513,1.1,117,0.7,2.2,10/10/2020
Other,58729,9.9,105,0.6,0,10/10/2020
Latino,364483,61.1,7916,48.5,38.9,10/11/2020
White,103531,17.3,4903,30.1,36.6,10/11/2020
Asian,33167,5.6,1908,11.7,15.4,10/11/2020
Black,25414,4.3,1237,7.6,6,10/11/2020
Multi-Race,6549,1.1,118,0.7,2.2,10/11/2020
Other,59006,9.9,105,0.6,0,10/11/2020
Latino,365574,61.1,7921,48.5,38.9,10/12/2020
White,103828,17.3,4911,30.1,36.6,10/12/2020
Asian,33260,5.6,1909,11.7,15.4,10/12/2020
Black,25460,4.3,1235,7.6,6,10/12/2020
Multi-Race,6586,1.1,119,0.7,2.2,10/12/2020
Other,59085,9.9,104,0.6,0,10/12/2020
Latino,366314,61.1,7959,48.6,38.9,10/13/2020
White,104140,17.4,4929,30.1,36.6,10/13/2020
Asian,33342,5.6,1914,11.7,15.4,10/13/2020
Black,25515,4.3,1237,7.5,6,10/13/2020
Multi-Race,6604,1.1,122,0.7,2.2,10/13/2020
Other,59198,9.9,101,0.6,0,10/13/2020
Latino,368223,61.1,8012,48.6,38.9,10/14/2020
White,104635,17.4,4950,30,36.6,10/14/2020
Asian,33500,5.6,1929,11.7,15.4,10/14/2020
Black,25604,4.2,1243,7.5,6,10/14/2020
Multi-Race,6665,1.1,122,0.7,2.2,10/14/2020
Other,59191,9.8,96,0.6,0,10/14/2020
Latino,370179,61.1,8054,48.6,38.9,10/15/2020
White,105283,17.4,4979,30.1,36.6,10/15/2020
Asian,33657,5.6,1943,11.7,15.4,10/15/2020
Black,25725,4.2,1247,7.5,6,10/15/2020
Multi-Race,6722,1.1,122,0.7,2.2,10/15/2020
Other,59256,9.8,89,0.5,0,10/15/2020
Latino,372003,61.1,8079,48.6,38.9,10/16/2020
White,105829,17.4,4998,30.1,36.6,10/16/2020
Asian,33798,5.6,1958,11.8,15.4,10/16/2020
Black,25832,4.2,1256,7.6,6,10/16/2020
Multi-Race,6791,1.1,125,0.8,2.2,10/16/2020
Other,59182,9.7,86,0.5,0,10/16/2020
Latino,373742,61.2,8128,48.6,38.9,10/17/2020
White,106404,17.4,5032,30.1,36.6,10/17/2020
Asian,33970,5.6,1963,11.7,15.4,10/17/2020
Black,25928,4.2,1258,7.5,6,10/17/2020
Multi-Race,6846,1.1,128,0.8,2.2,10/17/2020
Other,59251,9.7,88,0.5,0,10/17/2020
Latino,375084,61.1,8139,48.6,38.9,10/18/2020
White,106930,17.4,5034,30.1,36.6,10/18/2020
Asian,34140,5.6,1964,11.7,15.4,10/18/2020
Black,26030,4.2,1258,7.5,6,10/18/2020
Multi-Race,6874,1.1,129,0.8,2.2,10/18/2020
Other,59577,9.7,86,0.5,0,10/18/2020
Latino,376154,61.1,8143,48.6,38.9,10/19/2020
White,107398,17.4,5035,30.1,36.6,10/19/2020
Asian,34246,5.6,1966,11.7,15.4,10/19/2020
Black,26098,4.2,1260,7.5,6,10/19/2020
Multi-Race,6894,1.1,129,0.8,2.2,10/19/2020
Other,59903,9.7,87,0.5,0,10/19/2020
Latino,377694,61,8185,48.6,38.9,10/20/2020
White,108007,17.5,5060,30.1,36.6,10/20/2020
Asian,34451,5.6,1976,11.7,15.4,10/20/2020
Black,26217,4.2,1266,7.5,6,10/20/2020
Multi-Race,6930,1.1,130,0.8,2.2,10/20/2020
Other,60304,9.7,84,0.5,0,10/20/2020
Latino,379617,61.1,8248,48.6,38.9,10/21/2020
White,108632,17.5,5100,30.1,36.6,10/21/2020
Asian,34633,5.6,1998,11.8,15.4,10/21/2020
Black,26305,4.2,1275,7.5,6,10/21/2020
Multi-Race,6992,1.1,132,0.8,2.2,10/21/2020
Other,60364,9.7,82,0.5,0,10/21/2020
Latino,382567,61.1,8277,48.6,38.9,10/22/2020
White,109500,17.5,5123,30.1,36.6,10/22/2020
Asian,34895,5.6,2005,11.8,15.4,10/22/2020
Black,26489,4.2,1277,7.5,6,10/22/2020
Multi-Race,7077,1.1,131,0.8,2.2,10/22/2020
Other,60828,9.7,82,0.5,0,10/22/2020
Latino,385597,61.1,8296,48.6,38.9,10/23/2020
White,110436,17.5,5137,30.1,36.6,10/23/2020
Asian,35143,5.6,2013,11.8,15.4,10/23/2020
Black,26688,4.2,1277,7.5,6,10/23/2020
Multi-Race,7146,1.1,131,0.8,2.2,10/23/2020
Other,61309,9.7,83,0.5,0,10/23/2020
Latino,387923,61.1,8324,48.6,38.9,10/24/2020
White,111182,17.5,5155,30.1,36.6,10/24/2020
Asian,35334,5.6,2017,11.8,15.4,10/24/2020
Black,26820,4.2,1278,7.5,6,10/24/2020
Multi-Race,7205,1.1,134,0.8,2.2,10/24/2020
Other,61630,9.7,83,0.5,0,10/24/2020
Latino,389148,61,8334,48.6,38.9,10/25/2020
White,111681,17.5,5155,30.1,36.6,10/25/2020
Asian,35463,5.6,2019,11.8,15.4,10/25/2020
Black,26898,4.2,1278,7.5,6,10/25/2020
Multi-Race,7254,1.1,134,0.8,2.2,10/25/2020
Other,61789,9.7,83,0.5,0,10/25/2020
Latino,389857,61,8339,48.6,38.9,10/26/2020
White,112132,17.5,5162,30.1,36.6,10/26/2020
Asian,35553,5.6,2020,11.8,15.4,10/26/2020
Black,26973,4.2,1279,7.5,6,10/26/2020
Multi-Race,7261,1.1,134,0.8,2.2,10/26/2020
Other,62209,9.7,86,0.5,0,10/26/2020
Latino,392284,61,8407,48.7,38.9,10/27/2020
White,112941,17.6,5197,30.1,36.6,10/27/2020
Asian,35763,5.6,2028,11.7,15.4,10/27/2020
Black,27109,4.2,1288,7.5,6,10/27/2020
Multi-Race,7309,1.1,138,0.8,2.2,10/27/2020
Other,62397,9.7,83,0.5,0,10/27/2020
Latino,394361,61,8429,48.6,38.9,10/28/2020
White,113682,17.6,5228,30.1,36.6,10/28/2020
Asian,35956,5.6,2036,11.7,15.4,10/28/2020
Black,27247,4.2,1292,7.4,6,10/28/2020
Multi-Race,7342,1.1,139,0.8,2.2,10/28/2020
Other,62615,9.7,88,0.5,0,10/28/2020
Latino,396813,61,8449,48.6,38.9,10/29/2020
White,114492,17.6,5238,30.1,36.6,10/29/2020
Asian,36199,5.6,2045,11.8,15.4,10/29/2020
Black,27387,4.2,1296,7.5,6,10/29/2020
Multi-Race,7426,1.1,139,0.8,2.2,10/29/2020
Other,62737,9.6,88,0.5,0,10/29/2020
Latino,399005,61,8483,48.6,38.9,10/30/2020
White,115529,17.7,5250,30.1,36.6,10/30/2020
Asian,36422,5.6,2049,11.7,15.4,10/30/2020
Black,27564,4.2,1299,7.4,6,10/30/2020
Multi-Race,7467,1.1,139,0.8,2.2,10/30/2020
Other,63179,9.7,87,0.5,0,10/30/2020
Latino,401503,61,8506,48.6,38.9,10/31/2020
White,116385,17.7,5269,30.1,36.6,10/31/2020
Asian,36626,5.6,2060,11.8,15.4,10/31/2020
Black,27719,4.2,1308,7.5,6,10/31/2020
Multi-Race,7562,1.1,142,0.8,2.2,10/31/2020
Other,63328,9.6,74,0.4,0,10/31/2020
Latino,403069,60.9,8514,48.6,38.9,11/1/2020
White,117098,17.7,5274,30.1,36.6,11/1/2020
Asian,36774,5.6,2062,11.8,15.4,11/1/2020
Black,27836,4.2,1309,7.5,6,11/1/2020
Multi-Race,7611,1.2,142,0.8,2.2,11/1/2020
Other,63761,9.6,75,0.4,0,11/1/2020
Latino,404392,60.9,8516,48.6,38.9,11/2/2020
White,117764,17.7,5281,30.1,36.6,11/2/2020
Asian,36930,5.6,2063,11.8,15.4,11/2/2020
Black,27951,4.2,1309,7.5,6,11/2/2020
Multi-Race,7650,1.2,142,0.8,2.2,11/2/2020
Other,64271,9.7,75,0.4,0,11/2/2020
Latino,407046,60.9,8547,48.5,38.9,11/3/2020
White,118777,17.8,5313,30.2,36.6,11/3/2020
Asian,37185,5.6,2071,11.8,15.4,11/3/2020
Black,28099,4.2,1316,7.5,6,11/3/2020
Multi-Race,7765,1.2,143,0.8,2.2,11/3/2020
Other,64357,9.6,77,0.4,0,11/3/2020
Latino,408768,60.9,8573,48.5,38.9,11/4/2020
White,119441,17.8,5330,30.2,36.6,11/4/2020
Asian,37359,5.6,2081,11.8,15.4,11/4/2020
Black,28193,4.2,1318,7.5,6,11/4/2020
Multi-Race,7789,1.2,144,0.8,2.2,11/4/2020
Other,64695,9.6,79,0.4,0,11/4/2020
Latino,411702,60.8,8610,48.5,38.9,11/5/2020
White,120812,17.8,5347,30.1,36.6,11/5/2020
Asian,37716,5.6,2089,11.8,15.4,11/5/2020
Black,28446,4.2,1320,7.4,6,11/5/2020
Multi-Race,7890,1.2,145,0.8,2.2,11/5/2020
Other,65320,9.6,82,0.5,0,11/5/2020
Latino,414646,60.7,8629,48.5,38.9,11/6/2020
White,122004,17.9,5366,30.2,36.6,11/6/2020
Asian,37980,5.6,2092,11.8,15.4,11/6/2020
Black,28651,4.2,1321,7.4,6,11/6/2020
Multi-Race,7984,1.2,146,0.8,2.2,11/6/2020
Other,65757,9.6,80,0.5,0,11/6/2020
Latino,418220,60.7,8662,48.5,38.9,11/7/2020
White,123476,17.9,5395,30.2,36.6,11/7/2020
Asian,38384,5.6,2095,11.7,15.4,11/7/2020
Black,28920,4.2,1325,7.4,6,11/7/2020
Multi-Race,8172,1.2,148,0.8,2.2,11/7/2020
Other,66179,9.6,82,0.5,0,11/7/2020
Latino,420293,60.6,8664,48.5,38.9,11/8/2020
White,124583,18,5395,30.2,36.6,11/8/2020
Asian,38622,5.6,2096,11.7,15.4,11/8/2020
Black,29117,4.2,1326,7.4,6,11/8/2020
Multi-Race,8198,1.2,148,0.8,2.2,11/8/2020
Other,66965,9.7,82,0.5,0,11/8/2020
Latino,422108,60.6,8667,48.5,38.9,11/9/2020
White,125417,18,5396,30.2,36.6,11/9/2020
Asian,38819,5.6,2096,11.7,15.4,11/9/2020
Black,29264,4.2,1327,7.4,6,11/9/2020
Multi-Race,8251,1.2,148,0.8,2.2,11/9/2020
Other,67505,9.7,82,0.5,0,11/9/2020
Latino,424660,60.5,8706,48.5,38.9,11/10/2020
White,126715,18,5422,30.2,36.6,11/10/2020
Asian,39196,5.6,2100,11.7,15.4,11/10/2020
Black,29482,4.2,1331,7.4,6,11/10/2020
Multi-Race,8345,1.2,149,0.8,2.2,11/10/2020
Other,67963,9.7,82,0.5,0,11/10/2020
Latino,428032,60.4,8731,48.6,38.9,11/11/2020
White,128285,18.1,5432,30.2,36.6,11/11/2020
Asian,39568,5.6,2107,11.7,15.4,11/11/2020
Black,29757,4.2,1332,7.4,6,11/11/2020
Multi-Race,8473,1.2,151,0.8,2.2,11/11/2020
Other,68785,9.7,81,0.5,0,11/11/2020
Latino,431342,60.3,8747,48.6,38.9,11/12/2020
White,129660,18.1,5438,30.2,36.6,11/12/2020
Asian,39926,5.6,2109,11.7,15.4,11/12/2020
Black,29986,4.2,1331,7.4,6,11/12/2020
Multi-Race,8589,1.2,153,0.8,2.2,11/12/2020
Other,69433,9.7,82,0.5,0,11/12/2020
Latino,434590,60.2,8779,48.6,38.9,11/13/2020
White,131364,18.2,5467,30.2,36.6,11/13/2020
Asian,40403,5.6,2114,11.7,15.4,11/13/2020
Black,30234,4.2,1336,7.4,6,11/13/2020
Multi-Race,8665,1.2,153,0.8,2.2,11/13/2020
Other,70166,9.7,82,0.5,0,11/13/2020
Latino,439199,60.2,8807,48.5,38.9,11/14/2020
White,133343,18.3,5490,30.3,36.6,11/14/2020
Asian,40873,5.6,2119,11.7,15.4,11/14/2020
Black,30571,4.2,1341,7.4,6,11/14/2020
Multi-Race,8786,1.2,153,0.8,2.2,11/14/2020
Other,71047,9.7,85,0.5,0,11/14/2020
Latino,442903,60.1,8814,48.5,38.9,11/15/2020
White,135103,18.3,5496,30.3,36.6,11/15/2020
Asian,41332,5.6,2121,11.7,15.4,11/15/2020
Black,30873,4.2,1343,7.4,6,11/15/2020
Multi-Race,8907,1.2,153,0.8,2.2,11/15/2020
Other,72045,9.8,85,0.5,0,11/15/2020
Latino,446310,60,8823,48.5,38.9,11/16/2020
White,136493,18.4,5504,30.3,36.6,11/16/2020
Asian,41735,5.6,2125,11.7,15.4,11/16/2020
Black,31109,4.2,1344,7.4,6,11/16/2020
Multi-Race,9004,1.2,153,0.8,2.2,11/16/2020
Other,72968,9.8,83,0.5,0,11/16/2020
Latino,449863,59.9,8856,48.5,38.9,11/17/2020
White,138308,18.4,5516,30.2,36.6,11/17/2020
Asian,42236,5.6,2136,11.7,15.4,11/17/2020
Black,31431,4.2,1346,7.4,6,11/17/2020
Multi-Race,9089,1.2,154,0.8,2.2,11/17/2020
Other,73833,9.8,86,0.5,0,11/17/2020
Latino,455005,59.9,8900,48.5,38.9,11/18/2020
White,140379,18.5,5552,30.3,36.6,11/18/2020
Asian,42840,5.6,2146,11.7,15.4,11/18/2020
Black,31789,4.2,1352,7.4,6,11/18/2020
Multi-Race,9290,1.2,156,0.9,2.2,11/18/2020
Other,74457,9.8,88,0.5,0,11/18/2020
Latino,460934,59.8,8953,48.6,38.9,11/19/2020
White,142784,18.5,5570,30.2,36.6,11/19/2020
Asian,43512,5.6,2161,11.7,15.4,11/19/2020
Black,32198,4.2,1355,7.4,6,11/19/2020
Multi-Race,9476,1.2,156,0.8,2.2,11/19/2020
Other,75362,9.8,88,0.5,0,11/19/2020
Latino,466565,59.7,8988,48.5,38.9,11/20/2020
White,145341,18.6,5596,30.2,36.6,11/20/2020
Asian,44146,5.7,2172,11.7,15.4,11/20/2020
Black,32567,4.2,1363,7.4,6,11/20/2020
Multi-Race,9676,1.2,158,0.9,2.2,11/20/2020
Other,76408,9.8,89,0.5,0,11/20/2020
Latino,472384,59.7,9022,48.5,38.9,11/21/2020
White,147872,18.7,5617,30.2,36.6,11/21/2020
Asian,44714,5.6,2178,11.7,15.4,11/21/2020
Black,32998,4.2,1369,7.4,6,11/21/2020
Multi-Race,9889,1.2,157,0.8,2.2,11/21/2020
Other,77420,9.8,91,0.5,0,11/21/2020
Latino,476072,59.6,9036,48.5,38.9,11/22/2020
White,149479,18.7,5630,30.2,36.6,11/22/2020
Asian,45154,5.7,2183,11.7,15.4,11/22/2020
Black,33234,4.2,1370,7.4,6,11/22/2020
Multi-Race,10047,1.3,157,0.8,2.2,11/22/2020
Other,78041,9.8,92,0.5,0,11/22/2020
Latino,481902,59.5,9045,48.6,38.9,11/23/2020
White,151887,18.8,5633,30.2,36.6,11/23/2020
Asian,45823,5.7,2178,11.7,15.4,11/23/2020
Black,33578,4.1,1371,7.4,6,11/23/2020
Multi-Race,10124,1.3,156,0.8,2.2,11/23/2020
Other,79545,9.8,92,0.5,0,11/23/2020
Latino,488220,59.3,9112,48.6,38.9,11/24/2020
White,155546,18.9,5683,30.3,36.6,11/24/2020
Asian,46747,5.7,2194,11.7,15.4,11/24/2020
Black,34175,4.1,1373,7.3,6,11/24/2020
Multi-Race,10321,1.3,158,0.8,2.2,11/24/2020
Other,81788,9.9,91,0.5,0,11/24/2020
Latino,493055,59.1,9154,48.5,38.9,11/25/2020
White,158247,19,5722,30.3,36.6,11/25/2020
Asian,47429,5.7,2204,11.7,15.4,11/25/2020
Black,34556,4.1,1380,7.3,6,11/25/2020
Multi-Race,10520,1.3,159,0.8,2.2,11/25/2020
Other,83259,10,92,0.5,0,11/25/2020
Latino,498144,59,9196,48.5,38.9,11/26/2020
White,160875,19.1,5747,30.3,36.6,11/26/2020
Asian,48171,5.7,2216,11.7,15.4,11/26/2020
Black,34926,4.1,1380,7.3,6,11/26/2020
Multi-Race,10784,1.3,159,0.8,2.2,11/26/2020
Other,84362,10,93,0.5,0,11/26/2020
Latino,503566,59,9214,48.5,38.9,11/27/2020
White,162997,19.1,5758,30.3,36.6,11/27/2020
Asian,48820,5.7,2219,11.7,15.4,11/27/2020
Black,35284,4.1,1385,7.3,6,11/27/2020
Multi-Race,11027,1.3,162,0.9,2.2,11/27/2020
Other,85189,10,94,0.5,0,11/27/2020
Latino,508059,58.8,9227,48.5,38.9,11/28/2020
White,165513,19.2,5768,30.3,36.6,11/28/2020
Asian,49501,5.7,2223,11.7,15.4,11/28/2020
Black,35650,4.1,1388,7.3,6,11/28/2020
Multi-Race,11107,1.3,162,0.9,2.2,11/28/2020
Other,86749,10,94,0.5,0,11/28/2020
Latino,512887,58.7,9233,48.5,38.9,11/29/2020
White,167813,19.2,5781,30.4,36.6,11/29/2020
Asian,50225,5.7,2228,11.7,15.4,11/29/2020
Black,36052,4.1,1391,7.3,6,11/29/2020
Multi-Race,11263,1.3,163,0.9,2.2,11/29/2020
Other,88133,10.1,94,0.5,0,11/29/2020
Latino,518419,58.7,9245,48.5,38.9,11/30/2020
White,169865,19.2,5794,30.4,36.6,11/30/2020
Asian,50921,5.8,2234,11.7,15.4,11/30/2020
Black,36410,4.1,1391,7.3,6,11/30/2020
Multi-Race,11425,1.3,163,0.9,2.2,11/30/2020
Other,89217,10.1,92,0.5,0,11/30/2020
Latino,525780,58.5,9299,48.5,38.9,12/1/2020
White,173320,19.3,5825,30.4,36.6,12/1/2020
Asian,51970,5.8,2248,11.7,15.4,12/1/2020
Black,37012,4.1,1400,7.3,6,12/1/2020
Multi-Race,11590,1.3,163,0.8,2.2,12/1/2020
Other,91137,10.1,96,0.5,0,12/1/2020
Latino,533533,58.5,9342,48.4,38.9,12/2/2020
White,176596,19.4,5875,30.4,36.6,12/2/2020
Asian,53015,5.8,2256,11.7,15.4,12/2/2020
Black,37497,4.1,1406,7.3,6,12/2/2020
Multi-Race,11908,1.3,164,0.8,2.2,12/2/2020
Other,92346,10.1,99,0.5,0,12/2/2020
Latino,542513,58.4,9427,48.4,38.9,12/3/2020
White,180362,19.4,5941,30.5,36.6,12/3/2020
Asian,54173,5.8,2265,11.6,15.4,12/3/2020
Black,38137,4.1,1414,7.3,6,12/3/2020
Multi-Race,12235,1.3,169,0.9,2.2,12/3/2020
Other,93935,10.1,103,0.5,0,12/3/2020
Latino,552198,58.3,9485,48.4,38.9,12/4/2020
White,184339,19.4,5979,30.5,36.6,12/4/2020
Asian,55364,5.8,2279,11.6,15.4,12/4/2020
Black,38841,4.1,1418,7.2,6,12/4/2020
Multi-Race,12420,1.3,170,0.9,2.2,12/4/2020
Other,96612,10.2,109,0.6,0,12/4/2020
Latino,562444,58.1,9515,48.3,38.9,12/5/2020
White,189230,19.5,6022,30.6,36.6,12/5/2020
Asian,56678,5.9,2291,11.6,15.4,12/5/2020
Black,39711,4.1,1431,7.3,6,12/5/2020
Multi-Race,12698,1.3,174,0.9,2.2,12/5/2020
Other,99524,10.3,114,0.6,0,12/5/2020
Latino,571948,57.9,9511,48,38.9,12/6/2020
White,193905,19.6,6082,30.7,36.6,12/6/2020
Asian,58023,5.9,2302,11.6,15.4,12/6/2020
Black,40411,4.1,1438,7.3,6,12/6/2020
Multi-Race,13152,1.3,176,0.9,2.2,12/6/2020
Other,102256,10.3,134,0.7,0,12/6/2020
Latino,580803,57.8,9536,48,38.9,12/7/2020
White,197253,19.6,6101,30.7,36.6,12/7/2020
Asian,59071,5.9,2316,11.7,15.4,12/7/2020
Black,40985,4.1,1438,7.2,6,12/7/2020
Multi-Race,13314,1.3,176,0.9,2.2,12/7/2020
Other,104716,10.4,133,0.7,0,12/7/2020
Latino,590747,57.6,9608,47.9,38.9,12/8/2020
White,201864,19.7,6178,30.8,36.6,12/8/2020
Asian,60350,5.9,2340,11.7,15.4,12/8/2020
Black,41860,4.1,1449,7.2,6,12/8/2020
Multi-Race,13480,1.3,180,0.9,2.2,12/8/2020
Other,107849,10.5,140,0.7,0,12/8/2020
Latino,601346,57.7,9681,47.9,38.9,12/9/2020
White,204926,19.6,6227,30.8,36.6,12/9/2020
Asian,61588,5.9,2361,11.7,15.4,12/9/2020
Black,42484,4.1,1456,7.2,6,12/9/2020
Multi-Race,13683,1.3,181,0.9,2.2,12/9/2020
Other,110163,10.6,148,0.7,0,12/9/2020
Latino,616364,57.5,9749,47.7,38.9,12/10/2020
White,211309,19.7,6319,30.9,36.6,12/10/2020
Asian,63442,5.9,2385,11.7,15.4,12/10/2020
Black,43548,4.1,1470,7.2,6,12/10/2020
Multi-Race,14163,1.3,186,0.9,2.2,12/10/2020
Other,113412,10.6,148,0.7,0,12/10/2020
Latino,630931,57.4,9834,47.8,38.9,12/11/2020
White,216622,19.7,6376,31,36.6,12/11/2020
Asian,65335,5.9,2399,11.6,15.4,12/11/2020
Black,44601,4.1,1481,7.2,6,12/11/2020
Multi-Race,14538,1.3,185,0.9,2.2,12/11/2020
Other,117036,10.7,150,0.7,0,12/11/2020
Latino,643448,57.3,9918,47.8,38.9,12/12/2020
White,221403,19.7,6424,30.9,36.6,12/12/2020
Asian,66913,6,2419,11.7,15.4,12/12/2020
Black,45522,4.1,1490,7.2,6,12/12/2020
Multi-Race,14861,1.3,189,0.9,2.2,12/12/2020
Other,120491,10.7,153,0.7,0,12/12/2020
Latino,652879,57.2,9952,47.7,38.9,12/13/2020
White,225498,19.8,6461,31,36.6,12/13/2020
Asian,68347,6,2425,11.6,15.4,12/13/2020
Black,46303,4.1,1491,7.2,6,12/13/2020
Multi-Race,15170,1.3,191,0.9,2.2,12/13/2020
Other,123383,10.8,158,0.8,0,12/13/2020
Latino,660653,56.9,9997,47.8,38.9,12/14/2020
White,230243,19.8,6480,31,36.6,12/14/2020
Asian,69821,6,2435,11.6,15.4,12/14/2020
Black,47119,4.1,1500,7.2,6,12/14/2020
Multi-Race,15268,1.3,192,0.9,2.2,12/14/2020
Other,127301,11,160,0.8,0,12/14/2020
Latino,678937,56.8,10090,47.7,38.9,12/15/2020
White,237659,19.9,6547,31,36.6,12/15/2020
Asian,72150,6,2464,11.7,15.4,12/15/2020
Black,48540,4.1,1510,7.1,6,12/15/2020
Multi-Race,15491,1.3,198,0.9,2.2,12/15/2020
Other,133082,11.1,164,0.8,0,12/15/2020
Latino,704045,56.9,10309,47.9,38.9,12/16/2020
White,244082,19.7,6643,30.9,36.6,12/16/2020
Asian,74956,6.1,2495,11.6,15.4,12/16/2020
Black,50060,4,1534,7.1,6,12/16/2020
Multi-Race,15759,1.3,198,0.9,2.2,12/16/2020
Other,137775,11.1,153,0.7,0,12/16/2020
Latino,718812,56.8,10454,47.9,38.9,12/17/2020
White,249993,19.8,6782,31.1,36.6,12/17/2020
Asian,76965,6.1,2523,11.6,15.4,12/17/2020
Black,51142,4,1551,7.1,6,12/17/2020
Multi-Race,16078,1.3,204,0.9,2.2,12/17/2020
Other,141685,11.2,144,0.7,0,12/17/2020
Latino,733236,56.6,10563,47.8,38.9,12/18/2020
White,256610,19.8,6873,31.1,36.6,12/18/2020
Asian,79185,6.1,2545,11.5,15.4,12/18/2020
Black,52329,4,1563,7.1,6,12/18/2020
Multi-Race,16646,1.3,206,0.9,2.2,12/18/2020
Other,146491,11.3,149,0.7,0,12/18/2020
Latino,749406,56.5,10631,47.7,38.9,12/19/2020
White,263503,19.9,6942,31.1,36.6,12/19/2020
Asian,81287,6.1,2580,11.6,15.4,12/19/2020
Black,53554,4,1577,7.1,6,12/19/2020
Multi-Race,17030,1.3,209,0.9,2.2,12/19/2020
Other,151064,11.4,166,0.7,0,12/19/2020
Latino,762170,56.2,10680,47.6,38.9,12/20/2020
White,270068,19.9,7001,31.2,36.6,12/20/2020
Asian,83319,6.1,2597,11.6,15.4,12/20/2020
Black,54750,4,1584,7.1,6,12/20/2020
Multi-Race,17562,1.3,209,0.9,2.2,12/20/2020
Other,155927,11.5,171,0.8,0,12/20/2020
Latino,776907,56.2,10721,47.6,38.9,12/21/2020
White,275360,19.9,7041,31.2,36.6,12/21/2020
Asian,85081,6.2,2601,11.5,15.4,12/21/2020
Black,55921,4,1593,7.1,6,12/21/2020
Multi-Race,17815,1.3,211,0.9,2.2,12/21/2020
Other,159422,11.5,178,0.8,0,12/21/2020
Latino,789553,56.1,10887,47.7,38.9,12/22/2020
White,281095,20,7133,31.2,36.6,12/22/2020
Asian,87036,6.2,2624,11.5,15.4,12/22/2020
Black,56998,4,1604,7,6,12/22/2020
Multi-Race,17997,1.3,218,1,2.2,12/22/2020
Other,163422,11.6,179,0.8,0,12/22/2020
Latino,789553,56.1,10887,47.7,38.9,12/23/2020
White,281095,20,7133,31.2,36.6,12/23/2020
Asian,87036,6.2,2624,11.5,15.4,12/23/2020
Black,56998,4,1604,7,6,12/23/2020
Multi-Race,17997,1.3,218,1,2.2,12/23/2020
Other,163422,11.6,179,0.8,0,12/23/2020
Latino,818803,55.9,11132,47.5,38.9,12/24/2020
White,292850,20,7351,31.4,36.6,12/24/2020
Asian,90995,6.2,2690,11.5,15.4,12/24/2020
Black,59207,4,1637,7,6,12/24/2020
Multi-Race,18900,1.3,233,1,2.2,12/24/2020
Other,171556,11.7,194,0.8,0,12/24/2020
Latino,829409,55.8,11194,47.4,38.9,12/25/2020
White,298104,20,7413,31.4,36.6,12/25/2020
Asian,92612,6.2,2711,11.5,15.4,12/25/2020
Black,59947,4,1645,7,6,12/25/2020
Multi-Race,19376,1.3,237,1,2.2,12/25/2020
Other,174722,11.7,203,0.9,0,12/25/2020
Latino,850387,55.8,11274,47.3,38.9,12/26/2020
White,304451,20,7482,31.4,36.6,12/26/2020
Asian,95039,6.2,2745,11.5,15.4,12/26/2020
Black,61566,4,1658,7,6,12/26/2020
Multi-Race,19678,1.3,243,1,2.2,12/26/2020
Other,180434,11.8,210,0.9,0,12/26/2020
Latino,863013,55.7,11325,47.4,38.9,12/27/2020
White,309333,20,7497,31.4,36.6,12/27/2020
Asian,96779,6.2,2758,11.5,15.4,12/27/2020
Black,62591,4,1662,7,6,12/27/2020
Multi-Race,19861,1.3,244,1,2.2,12/27/2020
Other,184523,11.9,204,0.9,0,12/27/2020
Latino,875282,55.6,11381,47.4,38.9,12/28/2020
White,314179,20,7525,31.3,36.6,12/28/2020
Asian,98692,6.3,2770,11.5,15.4,12/28/2020
Black,63619,4,1668,6.9,6,12/28/2020
Multi-Race,20140,1.3,248,1,2.2,12/28/2020
Other,188502,12,205,0.9,0,12/28/2020
Latino,887580,55.6,11575,47.4,38.9,12/29/2020
White,319136,20,7679,31.4,36.6,12/29/2020
Asian,100569,6.3,2818,11.5,15.4,12/29/2020
Black,64518,4,1697,6.9,6,12/29/2020
Multi-Race,20372,1.3,252,1,2.2,12/29/2020
Other,191572,12,210,0.9,0,12/29/2020
Latino,887580,55.6,11575,47.4,38.9,12/30/2020
White,319136,20,7679,31.4,36.6,12/30/2020
Asian,100569,6.3,2818,11.5,15.4,12/30/2020
