county,state_id,state_name,Lat,Long,population,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,Date
San Diego,CA,California,33.0341,116.7353,3316073,9000,312,161,0,2020-06-11
San Diego,CA,California,33.0341,116.7353,3316073,9132,312,132,0,2020-06-12
San Diego,CA,California,33.0341,116.7353,3316073,9316,320,184,8,2020-06-13
San Diego,CA,California,33.0341,116.7353,3316073,9442,320,126,0,2020-06-14
San Diego,CA,California,33.0341,116.7353,3316073,9612,320,170,0,2020-06-15
San Diego,CA,California,33.0341,116.7353,3316073,9732,323,120,3,2020-06-16
San Diego,CA,California,33.0341,116.7353,3316073,9856,327,124,4,2020-06-17
San Diego,CA,California,33.0341,116.7353,3316073,10094,331,238,4,2020-06-18
San Diego,CA,California,33.0341,116.7353,3316073,10352,332,258,1,2020-06-19
San Diego,CA,California,33.0341,116.7353,3316073,10486,338,134,6,2020-06-20
San Diego,CA,California,33.0341,116.7353,3316073,10796,338,310,0,2020-06-21
San Diego,CA,California,33.0341,116.7353,3316073,11098,338,302,0,2020-06-22
San Diego,CA,California,33.0341,116.7353,3316073,11296,338,198,0,2020-06-23
San Diego,CA,California,33.0341,116.7353,3316073,11628,347,332,9,2020-06-24
San Diego,CA,California,33.0341,116.7353,3316073,11963,352,335,5,2020-06-25
San Diego,CA,California,33.0341,116.7353,3316073,12402,358,439,6,2020-06-26
San Diego,CA,California,33.0341,116.7353,3316073,12836,360,434,2,2020-06-27
San Diego,CA,California,33.0341,116.7353,3316073,13333,361,497,1,2020-06-28
San Diego,CA,California,33.0341,116.7353,3316073,13834,361,501,0,2020-06-29
San Diego,CA,California,33.0341,116.7353,3316073,14150,365,316,4,2020-06-30
San Diego,CA,California,33.0341,116.7353,3316073,14626,372,476,7,2020-07-01
San Diego,CA,California,33.0341,116.7353,3316073,15208,377,582,5,2020-07-02
San Diego,CA,California,33.0341,116.7353,3316073,15698,387,490,10,2020-07-03
San Diego,CA,California,33.0341,116.7353,3316073,16166,387,468,0,2020-07-04
San Diego,CA,California,33.0341,116.7353,3316073,16728,387,562,0,2020-07-05
San Diego,CA,California,33.0341,116.7353,3316073,17002,387,274,0,2020-07-06
San Diego,CA,California,33.0341,116.7353,3316073,17580,399,578,12,2020-07-07
San Diego,CA,California,33.0341,116.7353,3316073,17844,406,264,7,2020-07-08
San Diego,CA,California,33.0341,116.7353,3316073,18404,415,560,9,2020-07-09
San Diego,CA,California,33.0341,116.7353,3316073,18862,420,458,5,2020-07-10
San Diego,CA,California,33.0341,116.7353,3316073,19371,422,509,2,2020-07-11
San Diego,CA,California,33.0341,116.7353,3316073,19929,422,558,0,2020-07-12
San Diego,CA,California,33.0341,116.7353,3316073,20348,422,419,0,2020-07-13
San Diego,CA,California,33.0341,116.7353,3316073,20887,436,539,14,2020-07-14
San Diego,CA,California,33.0341,116.7353,3316073,21448,448,561,12,2020-07-15
San Diego,CA,California,33.0341,116.7353,3316073,21857,465,409,17,2020-07-16
San Diego,CA,California,33.0341,116.7353,3316073,22491,472,634,7,2020-07-17
San Diego,CA,California,33.0341,116.7353,3316073,23116,478,625,6,2020-07-18
San Diego,CA,California,33.0341,116.7353,3316073,23684,478,568,0,2020-07-19
San Diego,CA,California,33.0341,116.7353,3316073,24137,478,453,0,2020-07-20
San Diego,CA,California,33.0341,116.7353,3316073,24522,487,385,9,2020-07-21
San Diego,CA,California,33.0341,116.7353,3316073,25109,505,587,18,2020-07-22
San Diego,CA,California,33.0341,116.7353,3316073,25615,512,506,7,2020-07-23
San Diego,CA,California,33.0341,116.7353,3316073,26100,524,485,12,2020-07-24
San Diego,CA,California,33.0341,116.7353,3316073,26703,533,603,9,2020-07-25
San Diego,CA,California,33.0341,116.7353,3316073,26986,533,283,0,2020-07-26
San Diego,CA,California,33.0341,116.7353,3316073,27509,533,523,0,2020-07-27
San Diego,CA,California,33.0341,116.7353,3316073,28007,547,498,14,2020-07-28
San Diego,CA,California,33.0341,116.7353,3316073,28289,552,282,5,2020-07-29
San Diego,CA,California,33.0341,116.7353,3316073,28670,558,381,6,2020-07-30
San Diego,CA,California,33.0341,116.7353,3316073,29050,561,380,3,2020-07-31
San Diego,CA,California,33.0341,116.7353,3316073,29579,565,529,4,2020-08-01
San Diego,CA,California,33.0341,116.7353,3316073,29885,565,306,0,2020-08-02
San Diego,CA,California,33.0341,116.7353,3316073,30228,565,343,0,2020-08-03
San Diego,CA,California,33.0341,116.7353,3316073,30518,568,290,3,2020-08-04
San Diego,CA,California,33.0341,116.7353,3316073,30866,578,348,10,2020-08-05
San Diego,CA,California,33.0341,116.7353,3316073,31129,583,263,5,2020-08-06
San Diego,CA,California,33.0341,116.7353,3316073,31781,586,652,3,2020-08-07
San Diego,CA,California,33.0341,116.7353,3316073,32332,593,551,7,2020-08-08
San Diego,CA,California,33.0341,116.7353,3316073,32749,594,417,1,2020-08-09
San Diego,CA,California,33.0341,116.7353,3316073,32977,594,228,0,2020-08-10
San Diego,CA,California,33.0341,116.7353,3316073,33159,602,182,8,2020-08-11
San Diego,CA,California,33.0341,116.7353,3316073,33395,608,236,6,2020-08-12
San Diego,CA,California,33.0341,116.7353,3316073,33661,615,266,7,2020-08-13
San Diego,CA,California,33.0341,116.7353,3316073,34067,622,406,7,2020-08-14
San Diego,CA,California,33.0341,116.7353,3316073,34346,626,279,4,2020-08-15
San Diego,CA,California,33.0341,116.7353,3316073,34680,626,334,0,2020-08-16
San Diego,CA,California,33.0341,116.7353,3316073,34962,626,282,0,2020-08-17
San Diego,CA,California,33.0341,116.7353,3316073,35164,633,202,7,2020-08-18
San Diego,CA,California,33.0341,116.7353,3316073,35378,638,214,5,2020-08-19
San Diego,CA,California,33.0341,116.7353,3316073,35610,644,232,6,2020-08-20
San Diego,CA,California,33.0341,116.7353,3316073,35914,652,304,8,2020-08-21
San Diego,CA,California,33.0341,116.7353,3316073,36205,660,291,8,2020-08-22
San Diego,CA,California,33.0341,116.7353,3316073,36542,660,337,0,2020-08-23
San Diego,CA,California,33.0341,116.7353,3316073,36729,660,187,0,2020-08-24
San Diego,CA,California,33.0341,116.7353,3316073,36996,665,267,5,2020-08-25
San Diego,CA,California,33.0341,116.7353,3316073,37224,668,228,3,2020-08-26
San Diego,CA,California,33.0341,116.7353,3316073,37501,673,277,5,2020-08-27
San Diego,CA,California,33.0341,116.7353,3316073,37786,676,285,3,2020-08-28
San Diego,CA,California,33.0341,116.7353,3316073,38049,679,263,3,2020-08-29
San Diego,CA,California,33.0341,116.7353,3316073,38302,682,253,3,2020-08-30
San Diego,CA,California,33.0341,116.7353,3316073,38606,682,304,0,2020-08-31
San Diego,CA,California,33.0341,116.7353,3316073,38873,688,267,6,2020-09-01
San Diego,CA,California,33.0341,116.7353,3316073,39123,695,250,7,2020-09-02
San Diego,CA,California,33.0341,116.7353,3316073,39448,700,325,5,2020-09-03
San Diego,CA,California,33.0341,116.7353,3316073,39901,701,453,1,2020-09-04
San Diego,CA,California,33.0341,116.7353,3316073,40344,704,443,3,2020-09-05
San Diego,CA,California,33.0341,116.7353,3316073,40652,704,308,0,2020-09-06
San Diego,CA,California,33.0341,116.7353,3316073,40868,707,216,3,2020-09-07
San Diego,CA,California,33.0341,116.7353,3316073,41079,709,211,2,2020-09-08
San Diego,CA,California,33.0341,116.7353,3316073,41326,709,247,0,2020-09-09
San Diego,CA,California,33.0341,116.7353,3316073,41610,725,284,16,2020-09-10
San Diego,CA,California,33.0341,116.7353,3316073,41971,730,361,5,2020-09-11
San Diego,CA,California,33.0341,116.7353,3316073,42416,734,445,4,2020-09-12
San Diego,CA,California,33.0341,116.7353,3316073,42681,734,265,0,2020-09-13
San Diego,CA,California,33.0341,116.7353,3316073,42889,734,208,0,2020-09-14
San Diego,CA,California,33.0341,116.7353,3316073,43183,742,294,8,2020-09-15
San Diego,CA,California,33.0341,116.7353,3316073,43447,748,264,6,2020-09-16
San Diego,CA,California,33.0341,116.7353,3316073,43621,754,174,6,2020-09-17
San Diego,CA,California,33.0341,116.7353,3316073,44009,757,388,3,2020-09-18
San Diego,CA,California,33.0341,116.7353,3316073,44295,760,286,3,2020-09-19
San Diego,CA,California,33.0341,116.7353,3316073,44579,760,284,0,2020-09-20
San Diego,CA,California,33.0341,116.7353,3316073,44927,760,348,0,2020-09-21
San Diego,CA,California,33.0341,116.7353,3316073,45149,765,222,5,2020-09-22
San Diego,CA,California,33.0341,116.7353,3316073,45427,767,278,2,2020-09-23
San Diego,CA,California,33.0341,116.7353,3316073,45598,773,171,6,2020-09-24
San Diego,CA,California,33.0341,116.7353,3316073,46003,775,405,2,2020-09-25
San Diego,CA,California,33.0341,116.7353,3316073,46333,775,330,0,2020-09-26
San Diego,CA,California,33.0341,116.7353,3316073,46612,776,279,1,2020-09-27
San Diego,CA,California,33.0341,116.7353,3316073,46736,776,124,0,2020-09-28
San Diego,CA,California,33.0341,116.7353,3316073,46987,781,251,5,2020-09-29
San Diego,CA,California,33.0341,116.7353,3316073,47182,783,195,2,2020-09-30
San Diego,CA,California,33.0341,116.7353,3316073,47487,792,305,9,2020-10-01
San Diego,CA,California,33.0341,116.7353,3316073,47793,794,306,2,2020-10-02
San Diego,CA,California,33.0341,116.7353,3316073,48202,798,409,4,2020-10-03
San Diego,CA,California,33.0341,116.7353,3316073,48438,803,236,5,2020-10-04
San Diego,CA,California,33.0341,116.7353,3316073,48662,803,224,0,2020-10-05
San Diego,CA,California,33.0341,116.7353,3316073,48823,806,161,3,2020-10-06
San Diego,CA,California,33.0341,116.7353,3316073,49177,813,354,7,2020-10-07
San Diego,CA,California,33.0341,116.7353,3316073,49468,819,291,6,2020-10-08
San Diego,CA,California,33.0341,116.7353,3316073,49825,821,357,2,2020-10-09
San Diego,CA,California,33.0341,116.7353,3316073,50145,825,320,4,2020-10-10
San Diego,CA,California,33.0341,116.7353,3316073,50553,826,408,1,2020-10-11
San Diego,CA,California,33.0341,116.7353,3316073,50748,826,195,0,2020-10-12
San Diego,CA,California,33.0341,116.7353,3316073,51026,840,278,14,2020-10-13
San Diego,CA,California,33.0341,116.7353,3316073,51329,844,303,4,2020-10-14
San Diego,CA,California,33.0341,116.7353,3316073,51472,847,143,3,2020-10-15
San Diego,CA,California,33.0341,116.7353,3316073,51785,850,313,3,2020-10-16
San Diego,CA,California,33.0341,116.7353,3316073,51986,853,201,3,2020-10-17
San Diego,CA,California,33.0341,116.7353,3316073,52359,853,373,0,2020-10-18
San Diego,CA,California,33.0341,116.7353,3316073,52739,853,380,0,2020-10-19
San Diego,CA,California,33.0341,116.7353,3316073,53004,857,265,4,2020-10-20
San Diego,CA,California,33.0341,116.7353,3316073,53279,863,275,6,2020-10-21
San Diego,CA,California,33.0341,116.7353,3316073,53514,863,235,0,2020-10-22
San Diego,CA,California,33.0341,116.7353,3316073,53944,867,430,4,2020-10-23
San Diego,CA,California,33.0341,116.7353,3316073,54330,868,386,1,2020-10-24
San Diego,CA,California,33.0341,116.7353,3316073,54599,870,269,2,2020-10-25
San Diego,CA,California,33.0341,116.7353,3316073,54957,870,358,0,2020-10-26
San Diego,CA,California,33.0341,116.7353,3316073,55226,877,269,7,2020-10-27
San Diego,CA,California,33.0341,116.7353,3316073,55556,881,330,4,2020-10-28
San Diego,CA,California,33.0341,116.7353,3316073,55916,885,360,4,2020-10-29
San Diego,CA,California,33.0341,116.7353,3316073,56387,888,471,3,2020-10-30
San Diego,CA,California,33.0341,116.7353,3316073,56769,891,382,3,2020-10-31
San Diego,CA,California,33.0341,116.7353,3316073,57122,891,353,0,2020-11-01
San Diego,CA,California,33.0341,116.7353,3316073,57429,891,307,0,2020-11-02
San Diego,CA,California,33.0341,116.7353,3316073,57722,901,293,10,2020-11-03
San Diego,CA,California,33.0341,116.7353,3316073,58126,904,404,3,2020-11-04
San Diego,CA,California,33.0341,116.7353,3316073,58659,904,533,0,2020-11-05
San Diego,CA,California,33.0341,116.7353,3316073,59143,907,484,3,2020-11-06
San Diego,CA,California,33.0341,116.7353,3316073,59655,908,512,1,2020-11-07
San Diego,CA,California,33.0341,116.7353,3316073,60199,908,544,0,2020-11-08
San Diego,CA,California,33.0341,116.7353,3316073,60572,908,373,0,2020-11-09
San Diego,CA,California,33.0341,116.7353,3316073,61085,915,513,7,2020-11-10
San Diego,CA,California,33.0341,116.7353,3316073,61746,915,661,0,2020-11-11
San Diego,CA,California,33.0341,116.7353,3316073,62336,918,590,3,2020-11-12
San Diego,CA,California,33.0341,116.7353,3316073,62978,921,642,3,2020-11-13
San Diego,CA,California,33.0341,116.7353,3316073,63715,926,737,5,2020-11-14
San Diego,CA,California,33.0341,116.7353,3316073,64770,926,1055,0,2020-11-15
San Diego,CA,California,33.0341,116.7353,3316073,65603,926,833,0,2020-11-16
San Diego,CA,California,33.0341,116.7353,3316073,66321,933,718,7,2020-11-17
San Diego,CA,California,33.0341,116.7353,3316073,67243,945,922,12,2020-11-18
San Diego,CA,California,33.0341,116.7353,3316073,68142,952,899,7,2020-11-19
San Diego,CA,California,33.0341,116.7353,3316073,69233,960,1091,8,2020-11-20
San Diego,CA,California,33.0341,116.7353,3316073,70711,966,1478,6,2020-11-21
San Diego,CA,California,33.0341,116.7353,3316073,71649,968,938,2,2020-11-22
San Diego,CA,California,33.0341,116.7353,3316073,72817,968,1168,0,2020-11-23
San Diego,CA,California,33.0341,116.7353,3316073,74363,984,1546,16,2020-11-24
San Diego,CA,California,33.0341,116.7353,3316073,75307,988,944,4,2020-11-25
San Diego,CA,California,33.0341,116.7353,3316073,76359,996,1052,8,2020-11-26
San Diego,CA,California,33.0341,116.7353,3316073,78161,996,1802,0,2020-11-27
San Diego,CA,California,33.0341,116.7353,3316073,80020,996,1859,0,2020-11-28
San Diego,CA,California,33.0341,116.7353,3316073,81086,997,1066,1,2020-11-29
San Diego,CA,California,33.0341,116.7353,3316073,82045,997,959,0,2020-11-30
San Diego,CA,California,33.0341,116.7353,3316073,83423,1019,1378,22,2020-12-01
San Diego,CA,California,33.0341,116.7353,3316073,84640,1035,1217,16,2020-12-02
San Diego,CA,California,33.0341,116.7353,3316073,86144,1040,1504,5,2020-12-03
San Diego,CA,California,33.0341,116.7353,3316073,88183,1047,2039,7,2020-12-04
San Diego,CA,California,33.0341,116.7353,3316073,90470,1055,2287,8,2020-12-05
San Diego,CA,California,33.0341,116.7353,3316073,92173,1062,1703,7,2020-12-06
San Diego,CA,California,33.0341,116.7353,3316073,94171,1062,1998,0,2020-12-07
San Diego,CA,California,33.0341,116.7353,3316073,95447,1088,1276,26,2020-12-08
San Diego,CA,California,33.0341,116.7353,3316073,97551,1103,2104,15,2020-12-09
San Diego,CA,California,33.0341,116.7353,3316073,99601,1103,2050,0,2020-12-10
San Diego,CA,California,33.0341,116.7353,3316073,102468,1137,2867,34,2020-12-11
San Diego,CA,California,33.0341,116.7353,3316073,104958,1151,2490,14,2020-12-12
San Diego,CA,California,33.0341,116.7353,3316073,107372,1162,2414,11,2020-12-13
San Diego,CA,California,33.0341,116.7353,3316073,109578,1162,2206,0,2020-12-14
San Diego,CA,California,33.0341,116.7353,3316073,111441,1194,1863,32,2020-12-15
San Diego,CA,California,33.0341,116.7353,3316073,114248,1217,2807,23,2020-12-16
San Diego,CA,California,33.0341,116.7353,3316073,116852,1239,2604,22,2020-12-17
San Diego,CA,California,33.0341,116.7353,3316073,120463,1253,3611,14,2020-12-18
San Diego,CA,California,33.0341,116.7353,3316073,122972,1280,2509,27,2020-12-19
San Diego,CA,California,33.0341,116.7353,3316073,126465,1280,3493,0,2020-12-20
San Diego,CA,California,33.0341,116.7353,3316073,129716,1283,3251,3,2020-12-21
San Diego,CA,California,33.0341,116.7353,3316073,132097,1311,2381,28,2020-12-22
San Diego,CA,California,33.0341,116.7353,3316073,134695,1350,2598,39,2020-12-23
San Diego,CA,California,33.0341,116.7353,3316073,136952,1382,2257,32,2020-12-24
San Diego,CA,California,33.0341,116.7353,3316073,139958,1402,3006,20,2020-12-25
San Diego,CA,California,33.0341,116.7353,3316073,142644,1402,2686,0,2020-12-26
San Diego,CA,California,33.0341,116.7353,3316073,145777,1402,3133,0,2020-12-27
San Diego,CA,California,33.0341,116.7353,3316073,147528,1404,1751,2,2020-12-28
San Diego,CA,California,33.0341,116.7353,3316073,150062,1435,2534,31,2020-12-29
San Diego,CA,California,33.0341,116.7353,3316073,152510,1472,2448,37,2020-12-30
San Diego,CA,California,33.0341,116.7353,3316073,155593,1534,3083,62,2020-12-31
San Diego,CA,California,33.0341,116.7353,3316073,160071,1592,4478,58,2021-01-01
San Diego,CA,California,33.0341,116.7353,3316073,164498,1592,4427,0,2021-01-02
San Diego,CA,California,33.0341,116.7353,3316073,168018,1592,3520,0,2021-01-03
San Diego,CA,California,33.0341,116.7353,3316073,171031,1598,3013,6,2021-01-04
San Diego,CA,California,33.0341,116.7353,3316073,172845,1654,1814,56,2021-01-05
San Diego,CA,California,33.0341,116.7353,3316073,176660,1691,3815,37,2021-01-06
San Diego,CA,California,33.0341,116.7353,3316073,180510,1738,3850,47,2021-01-07
San Diego,CA,California,33.0341,116.7353,3316073,185060,1771,4550,33,2021-01-08
San Diego,CA,California,33.0341,116.7353,3316073,188598,1824,3538,53,2021-01-09
San Diego,CA,California,33.0341,116.7353,3316073,191886,1857,3288,33,2021-01-10
San Diego,CA,California,33.0341,116.7353,3316073,194793,1857,2907,0,2021-01-11
San Diego,CA,California,33.0341,116.7353,3316073,198317,1898,3524,41,2021-01-12
San Diego,CA,California,33.0341,116.7353,3316073,201578,1952,3261,54,2021-01-13
San Diego,CA,California,33.0341,116.7353,3316073,204173,2005,2595,53,2021-01-14
San Diego,CA,California,33.0341,116.7353,3316073,206868,2037,2695,32,2021-01-15
San Diego,CA,California,33.0341,116.7353,3316073,209895,2065,3027,28,2021-01-16
San Diego,CA,California,33.0341,116.7353,3316073,211785,2103,1890,38,2021-01-17
San Diego,CA,California,33.0341,116.7353,3316073,214335,2103,2550,0,2021-01-18
San Diego,CA,California,33.0341,116.7353,3316073,216833,2109,2498,6,2021-01-19
San Diego,CA,California,33.0341,116.7353,3316073,218553,2174,1720,65,2021-01-20
San Diego,CA,California,33.0341,116.7353,3316073,219729,2222,1176,48,2021-01-21
San Diego,CA,California,33.0341,116.7353,3316073,222576,2301,2847,79,2021-01-22
San Diego,CA,California,33.0341,116.7353,3316073,225556,2344,2980,43,2021-01-23
San Diego,CA,California,33.0341,116.7353,3316073,227193,2375,1637,31,2021-01-24
San Diego,CA,California,33.0341,116.7353,3316073,228630,2375,1437,0,2021-01-25
San Diego,CA,California,33.0341,116.7353,3316073,230063,2421,1433,46,2021-01-26
San Diego,CA,California,33.0341,116.7353,3316073,231478,2465,1415,44,2021-01-27
San Diego,CA,California,33.0341,116.7353,3316073,232967,2534,1489,69,2021-01-28
San Diego,CA,California,33.0341,116.7353,3316073,234637,2571,1670,37,2021-01-29
San Diego,CA,California,33.0341,116.7353,3316073,236765,2603,2128,32,2021-01-30
San Diego,CA,California,33.0341,116.7353,3316073,238039,2603,1274,0,2021-01-31
San Diego,CA,California,33.0341,116.7353,3316073,239121,2619,1082,16,2021-02-01
San Diego,CA,California,33.0341,116.7353,3316073,240047,2629,926,10,2021-02-02
San Diego,CA,California,33.0341,116.7353,3316073,241015,2683,968,54,2021-02-03
San Diego,CA,California,33.0341,116.7353,3316073,242613,2738,1598,55,2021-02-04
San Diego,CA,California,33.0341,116.7353,3316073,244066,2777,1453,39,2021-02-05
San Diego,CA,California,33.0341,116.7353,3316073,245331,2812,1265,35,2021-02-06
San Diego,CA,California,33.0341,116.7353,3316073,246561,2821,1230,9,2021-02-07
San Diego,CA,California,33.0341,116.7353,3316073,247259,2821,698,0,2021-02-08
San Diego,CA,California,33.0341,116.7353,3316073,248048,2853,789,32,2021-02-09
San Diego,CA,California,33.0341,116.7353,3316073,248858,2904,810,51,2021-02-10
San Diego,CA,California,33.0341,116.7353,3316073,249971,2955,1113,51,2021-02-11
San Diego,CA,California,33.0341,116.7353,3316073,250788,2979,817,24,2021-02-12
San Diego,CA,California,33.0341,116.7353,3316073,251679,3009,891,30,2021-02-13
San Diego,CA,California,33.0341,116.7353,3316073,252247,3037,568,28,2021-02-14
San Diego,CA,California,33.0341,116.7353,3316073,252940,3037,693,0,2021-02-15
San Diego,CA,California,33.0341,116.7353,3316073,253638,3042,698,5,2021-02-16
San Diego,CA,California,33.0341,116.7353,3316073,254177,3099,539,57,2021-02-17
San Diego,CA,California,33.0341,116.7353,3316073,254987,3135,810,36,2021-02-18
San Diego,CA,California,33.0341,116.7353,3316073,255799,3169,812,34,2021-02-19
San Diego,CA,California,33.0341,116.7353,3316073,256510,3188,711,19,2021-02-20
San Diego,CA,California,33.0341,116.7353,3316073,257027,3190,517,2,2021-02-21
San Diego,CA,California,33.0341,116.7353,3316073,257348,3189,321,-1,2021-02-22
San Diego,CA,California,33.0341,116.7353,3316073,257802,3218,454,29,2021-02-23
San Diego,CA,California,33.0341,116.7353,3316073,258460,3230,658,12,2021-02-24
San Diego,CA,California,33.0341,116.7353,3316073,258979,3260,519,30,2021-02-25
San Diego,CA,California,33.0341,116.7353,3316073,259641,3271,662,11,2021-02-26
San Diego,CA,California,33.0341,116.7353,3316073,260091,3284,450,13,2021-02-27
San Diego,CA,California,33.0341,116.7353,3316073,260353,3284,262,0,2021-02-28
San Diego,CA,California,33.0341,116.7353,3316073,260622,3303,269,19,2021-03-01
San Diego,CA,California,33.0341,116.7353,3316073,260998,3317,376,14,2021-03-02
San Diego,CA,California,33.0341,116.7353,3316073,261350,3342,352,25,2021-03-03
San Diego,CA,California,33.0341,116.7353,3316073,261858,3342,508,0,2021-03-04
San Diego,CA,California,33.0341,116.7353,3316073,262357,3371,499,29,2021-03-05
San Diego,CA,California,33.0341,116.7353,3316073,262778,3385,421,14,2021-03-06
San Diego,CA,California,33.0341,116.7353,3316073,262965,3390,187,5,2021-03-07
San Diego,CA,California,33.0341,116.7353,3316073,263272,3390,307,0,2021-03-08
San Diego,CA,California,33.0341,116.7353,3316073,263745,3405,473,15,2021-03-09
San Diego,CA,California,33.0341,116.7353,3316073,264094,3413,349,8,2021-03-10
San Diego,CA,California,33.0341,116.7353,3316073,264524,3422,430,9,2021-03-11
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-18
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-19
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-20
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-21
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-22
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-23
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-24
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-25
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-26
Glenn,CA,California,39.5982,122.392,27976,0,0,0,0,2020-03-27
Glenn,CA,California,39.5982,122.392,27976,1,0,1,0,2020-03-28
Glenn,CA,California,39.5982,122.392,27976,1,0,0,0,2020-03-29
Glenn,CA,California,39.5982,122.392,27976,2,0,1,0,2020-03-30
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-03-31
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-01
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-02
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-03
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-04
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-05
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-06
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-07
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-08
Glenn,CA,California,39.5982,122.392,27976,2,0,0,0,2020-04-09
Glenn,CA,California,39.5982,122.392,27976,3,0,1,0,2020-04-10
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-11
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-12
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-13
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-14
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-15
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-16
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-17
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-18
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-19
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-20
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-21
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-22
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-04-23
Glenn,CA,California,39.5982,122.392,27976,4,0,1,0,2020-04-24
Glenn,CA,California,39.5982,122.392,27976,4,0,0,0,2020-04-25
Glenn,CA,California,39.5982,122.392,27976,4,0,0,0,2020-04-26
Glenn,CA,California,39.5982,122.392,27976,4,0,0,0,2020-04-27
Glenn,CA,California,39.5982,122.392,27976,4,0,0,0,2020-04-28
Glenn,CA,California,39.5982,122.392,27976,4,0,0,0,2020-04-29
Glenn,CA,California,39.5982,122.392,27976,4,0,0,0,2020-04-30
Glenn,CA,California,39.5982,122.392,27976,4,0,0,0,2020-05-01
Glenn,CA,California,39.5982,122.392,27976,5,0,1,0,2020-05-02
Glenn,CA,California,39.5982,122.392,27976,5,0,0,0,2020-05-03
Glenn,CA,California,39.5982,122.392,27976,4,0,-1,0,2020-05-04
Glenn,CA,California,39.5982,122.392,27976,3,0,-1,0,2020-05-05
Glenn,CA,California,39.5982,122.392,27976,3,0,0,0,2020-05-06
Glenn,CA,California,39.5982,122.392,27976,5,0,2,0,2020-05-07
Glenn,CA,California,39.5982,122.392,27976,6,0,1,0,2020-05-08
Glenn,CA,California,39.5982,122.392,27976,6,0,0,0,2020-05-09
Glenn,CA,California,39.5982,122.392,27976,6,0,0,0,2020-05-10
Glenn,CA,California,39.5982,122.392,27976,6,0,0,0,2020-05-11
Glenn,CA,California,39.5982,122.392,27976,6,0,0,0,2020-05-12
Glenn,CA,California,39.5982,122.392,27976,6,0,0,0,2020-05-13
Glenn,CA,California,39.5982,122.392,27976,8,0,2,0,2020-05-14
Glenn,CA,California,39.5982,122.392,27976,9,0,1,0,2020-05-15
Glenn,CA,California,39.5982,122.392,27976,9,0,0,0,2020-05-16
Glenn,CA,California,39.5982,122.392,27976,9,0,0,0,2020-05-17
Glenn,CA,California,39.5982,122.392,27976,11,0,2,0,2020-05-18
Glenn,CA,California,39.5982,122.392,27976,12,0,1,0,2020-05-19
Glenn,CA,California,39.5982,122.392,27976,12,0,0,0,2020-05-20
Glenn,CA,California,39.5982,122.392,27976,12,0,0,0,2020-05-21
Glenn,CA,California,39.5982,122.392,27976,12,0,0,0,2020-05-22
Glenn,CA,California,39.5982,122.392,27976,12,0,0,0,2020-05-23
Glenn,CA,California,39.5982,122.392,27976,12,0,0,0,2020-05-24
Glenn,CA,California,39.5982,122.392,27976,12,0,0,0,2020-05-25
Glenn,CA,California,39.5982,122.392,27976,12,0,0,0,2020-05-26
Glenn,CA,California,39.5982,122.392,27976,14,0,2,0,2020-05-27
Glenn,CA,California,39.5982,122.392,27976,14,0,0,0,2020-05-28
Glenn,CA,California,39.5982,122.392,27976,14,0,0,0,2020-05-29
Glenn,CA,California,39.5982,122.392,27976,16,0,2,0,2020-05-30
Glenn,CA,California,39.5982,122.392,27976,16,0,0,0,2020-05-31
